id,project,meeting_number,speaker_number,speech_frequency,total_words,duration,normalized_speech_frequency,speaker_id,next_speaker_id,count,network_density,weighted_network_density,gini_coefficient,interaction_equality_index,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality
4_9_SPEAKER_00,4,10,0,2824,15725,163,17.32515337423313,0,2,8,0.95,35.85,0.3397489537379714,0.38445513317237967,395,0.0,0.05555555555555555,0.5720309639486362
4_9_SPEAKER_00,4,10,0,2824,15725,163,17.32515337423313,0,3,119,0.95,35.85,0.3397489537379714,0.38445513317237967,395,0.0,0.05555555555555555,0.5720309639486362
4_9_SPEAKER_00,4,10,0,2824,15725,163,17.32515337423313,0,4,25,0.95,35.85,0.3397489537379714,0.38445513317237967,395,0.0,0.05555555555555555,0.5720309639486362
4_9_SPEAKER_01,4,10,1,1624,15725,163,9.963190184049079,1,0,32,0.95,35.85,0.3397489537379714,0.38445513317237967,218,0.0,0.04819277108433735,0.34031956534986557
4_9_SPEAKER_01,4,10,1,1624,15725,163,9.963190184049079,1,1,2,0.95,35.85,0.3397489537379714,0.38445513317237967,218,0.0,0.04819277108433735,0.34031956534986557
4_9_SPEAKER_01,4,10,1,1624,15725,163,9.963190184049079,1,2,4,0.95,35.85,0.3397489537379714,0.38445513317237967,218,0.0,0.04819277108433735,0.34031956534986557
4_9_SPEAKER_01,4,10,1,1624,15725,163,9.963190184049079,1,3,62,0.95,35.85,0.3397489537379714,0.38445513317237967,218,0.0,0.04819277108433735,0.34031956534986557
4_9_SPEAKER_01,4,10,1,1624,15725,163,9.963190184049079,1,4,9,0.95,35.85,0.3397489537379714,0.38445513317237967,218,0.0,0.04819277108433735,0.34031956534986557
4_9_SPEAKER_02,4,10,2,398,15725,163,2.441717791411043,2,0,12,0.95,35.85,0.3397489537379714,0.38445513317237967,64,0.9166666666666666,0.125,0.09737892230877092
4_9_SPEAKER_02,4,10,2,398,15725,163,2.441717791411043,2,1,0,0.95,35.85,0.3397489537379714,0.38445513317237967,64,0.9166666666666666,0.125,0.09737892230877092
4_9_SPEAKER_02,4,10,2,398,15725,163,2.441717791411043,2,2,0,0.95,35.85,0.3397489537379714,0.38445513317237967,64,0.9166666666666666,0.125,0.09737892230877092
4_9_SPEAKER_02,4,10,2,398,15725,163,2.441717791411043,2,3,18,0.95,35.85,0.3397489537379714,0.38445513317237967,64,0.9166666666666666,0.125,0.09737892230877092
4_9_SPEAKER_02,4,10,2,398,15725,163,2.441717791411043,2,4,2,0.95,35.85,0.3397489537379714,0.38445513317237967,64,0.9166666666666666,0.125,0.09737892230877092
4_9_SPEAKER_03,4,10,3,9580,15725,163,58.77300613496933,3,0,127,0.95,35.85,0.3397489537379714,0.38445513317237967,569,0.0,0.04597701149425287,0.6773868640536853
4_9_SPEAKER_03,4,10,3,9580,15725,163,58.77300613496933,3,1,55,0.95,35.85,0.3397489537379714,0.38445513317237967,569,0.0,0.04597701149425287,0.6773868640536853
4_9_SPEAKER_03,4,10,3,9580,15725,163,58.77300613496933,3,2,17,0.95,35.85,0.3397489537379714,0.38445513317237967,569,0.0,0.04597701149425287,0.6773868640536853
4_9_SPEAKER_03,4,10,3,9580,15725,163,58.77300613496933,3,3,30,0.95,35.85,0.3397489537379714,0.38445513317237967,569,0.0,0.04597701149425287,0.6773868640536853
4_9_SPEAKER_03,4,10,3,9580,15725,163,58.77300613496933,3,4,56,0.95,35.85,0.3397489537379714,0.38445513317237967,569,0.0,0.04597701149425287,0.6773868640536853
4_9_SPEAKER_04,4,10,4,1299,15725,163,7.969325153374233,4,0,21,0.95,35.85,0.3397489537379714,0.38445513317237967,188,0.25,0.10810810810810811,0.2977037984668134
4_9_SPEAKER_04,4,10,4,1299,15725,163,7.969325153374233,4,1,13,0.95,35.85,0.3397489537379714,0.38445513317237967,188,0.25,0.10810810810810811,0.2977037984668134
4_9_SPEAKER_04,4,10,4,1299,15725,163,7.969325153374233,4,2,3,0.95,35.85,0.3397489537379714,0.38445513317237967,188,0.25,0.10810810810810811,0.2977037984668134
4_9_SPEAKER_04,4,10,4,1299,15725,163,7.969325153374233,4,3,55,0.95,35.85,0.3397489537379714,0.38445513317237967,188,0.25,0.10810810810810811,0.2977037984668134
4_9_SPEAKER_04,4,10,4,1299,15725,163,7.969325153374233,4,4,2,0.95,35.85,0.3397489537379714,0.38445513317237967,188,0.25,0.10810810810810811,0.2977037984668134
